id_EXIST,lang,tweet,label,label_id
200169,en,For all the womens out there!#women #WomensArt #WomenWontWheesht #womenpower #womensday #WomensRights #WomensMarch2021 #WomenWhoCode #womenshealth #womeninnaturism #bodypositive #bodyart #selflove #SelfLoveIsTheBestLove #selfcare #selfhealing #loveyourself #PositiveVibes https://t.co/UaM7QkdTER,-,0
200170,en,@realAlexWinter Just ate a big dinner with @toddrew and friends to celebrate #womensday 3 Purebloods able to coast by. No lame vaccine checks or anything. Thankfully seems the commies aren't getting the entire script from WHO and the wider Cathedral. Kinda business as usual again,-,0
200171,en,"@womensday What a wonderful advert for the brilliant vaccine programmes continuing to save lives , improve quality of lives &amp; reducing strain on NHS services . This is one fantastic reason for the NHS to be cherished by public everyday",-,0
200172,en,Shivaami is joining the force this #IWD2022 to #breakthebias by bringing leading Women Entrepreneurs to share their success stories online.Register here(https://t.co/w3IVPDJEY9).Date : 8th March 2022Time : 3 PM to 5 PM#webinar #freewebinar #womensday #womensday2022 #WOMEN https://t.co/FsCXnLmuna,-,0
200173,en,"This is the day to salute all women's struggle to secure a dignified place.Women are inspirations for others in so many ways. My special honor, tribute &amp; respect to Madam #Fuzia_Shahzad. Happy #WomensDay #nationalworkingwomensday@HERAKP_Official @UOM_LowerDir_KP https://t.co/vDOIMmndvC",-,0
200174,en,Custom Color Inspirational Aviation Gift Funny Pilot Mug Amelia Earhart Quote Ceramic Coffee Cup Mug for her https://t.co/9mFRtOEfu4 #CraftyMcClever #UniqueEtsy #WomensDay https://t.co/DZoPBhb9mz,-,0
200175,en,To all women deserving of their special day. Nollaigh na mBan Shona Daoibh. #womensday #nowork https://t.co/KzCQmOSYpF,-,0
200176,en,"Feel #blessed that I have raised a caring &amp; loving 13 yo who is our Next Gen Feminist &amp; Ally. I was crying of joy inside when I got this text. Not only we must #BreakTheBias for women, we need to do it for our children. 🗼🍣🍧🧋@GlobalFundWomen @UN_Women @womensday @WomeninID https://t.co/UJvvloR0iP",-,0
200177,en,"“Above all, be the heroine of your life, not the victim” — Nora Ephron. Click here for 48 inspirational quotes for women. #WomensDay #WomensDay2021 #IWD2021 #InternationalWomensDay https://t.co/EtJleqOYQP",-,0
200178,en,Womensday 1@aboutlastnitexx @Nope_No_way_FU @MellyAwe @PuckinSassPot @CrossFitGoddess @Crazy_ButCute2 @Taylorr1114 @TheSuccuBish @MistyYo72777051 @TheBexecutioner @HTXpuckprincess @Kenzie7187 @CoreKittyBayBay @j13_pineapple @JetBomb25 @HeatherDM4 @Envious_Rebel85 @nikki_420woman https://t.co/htgFRSxHGf,-,0
200179,en,@womensday May I ask when you will announce the theme for 2022 IWD? I'm looking ahead to programming and try to work with your theme each year. Thanks!,-,0
200180,en,"Lauren Case owner of Buns Bakery shared her insights with us.What are your most valuable tips to share with other women entrepreneurs, in 2021?Be patient, be alert, be understanding, be kind to yourself &amp; persevere! #WomensMonth #WomensDay #BossBabe #Queen #GirlPower https://t.co/IL8rIpDTEl",-,0
200181,en,#abstractpainting #ArtistOnTwitter #WomensArt #WomensRights #photographicart #abstractart Hearth https://t.co/bhUn8SWjYJ,-,0
200182,en,How can the Right be sooo Wrong?#GOPDeathCult#AbortionIsHealthcare#WomensRights,-,0
200186,en,I’m bringing this discussion back up today because women have been marginalized and physically taken advantage of. It’s time we fight and vote to speak once again for: #WomensRights #WomensEqualPay  **AllVoteBlueIn2022** https://t.co/w2m6o5SLJb https://t.co/3PTq0yTTfR,REPORTED,3
200187,en,@BetoORourke is for #WomensRights.Vote for Beto. ⬇️⬇️ https://t.co/hcoOS0dw1P,-,0
200189,en,"Daughter is taking me to VA today. May I say, I really dislike the pain from falling. Ugh have a good day folks. #BuildBackBetter #VotingRights #JohnLewisVotingRightsAct #WomensRights #FireDejoy #ExpandTheCourt so much to do in so little time",-,0
200190,en,@RoseWorthesee @COYSRach @loveradio3 @Keir_Starmer @UKLabour Completely agree. Never before have I felt a voting decision should be made on the basis of one policy.Both @UKLabour and @LibDems are off my list. It's not without a big sigh that I say the @Conservatives look like the only option so far. #WomensRights,-,0
200191,en,"The distorted moral narrative of religious nationalism = 1 of the 5 interlocking injustices + evils that the #PoorPeoplesCampaign challenges, and fights back against! #WomensRights #WomensRightsAreHumanRights https://t.co/ZEopTrXOqM",-,0
200192,en,For women everywhere. #womensrights #womensrightsmatter #forwomeneverywhere#mothersdaughterssistersfriends https://t.co/UeOJYnxCSQ,-,0
200194,en,As a S&amp;D PM his government reversed the restrictive policies on #abortion &amp; #WomensRights from Gruevski’s regime. There’s much that could still be done on the issue but in a traditional society small steps are the best approach.,JUDGEMENTAL,2
200196,en,We see you! Here’s 10 queer women who changed history.  https://t.co/PCb9XYzNJz#queerwomen #lgbtq+ #activism #writer #feminist #womensrights #bisexual #lesbian #queerhistory,-,0
200197,en,"This is no joke: 🇮🇷 Iran is joining the U.N. Women Rights Commission on March 25, 2022. #UN #womensrights #UNisGarbage #UnitedNations https://t.co/bAkriO3Nev",-,0
200198,en,"Dear @WomensRightsSalih Enes, who just turned 2 y-o, given to his mom, Elif Yalçın, who's been jailed in Gebze for 8 months in Turkey. Mom and son have been for 2 days in the quarantine ward!BuSuça OrtakOlma https://t.co/Yq1QTAfMHV",-,0
200199,en,Now let's go find all the murdered and missing Native American Woman. Every Woman life matter. #gabbypetitio #WomensRights,JUDGEMENTAL,2
200200,en,@mikejensen77 Thank you Cecilt Strong #SNL ! That was brave and brilliant and spot on.  Thank you #WomensRights,-,0
200201,en,@emrazz It’s funny I saw someone create a thread of this but for men on what they would do with a day without women and the majority of responses were “enjoy the silence” and “play video games uninterrupted” but not one single comment about safety.,JUDGEMENTAL,2
200202,en,@Stephenkek101 @rockin1mom @mcasper10 @Houston4Warren @SenTinaSmith Didn’t you try a day without women a few years back and no one noticed?,-,0
200204,en,@lkmeenha we can’t even have a day without women making it about themselves 🙄,DIRECT,1
200205,en,"@mzrsd @BotForEquality A Day Without Women, sounds like a great idea.",DIRECT,1
200206,en,niggas wouldn’t last a day without women. argue w ya mama. https://t.co/wa7XEegCSd,-,0
200207,en,"@Wandile_evilhun @genmharding Women have always worked, but men do most of the work that represents a town's, city's, county's, state's, nation's infrastructure. We had a day without women march. After that event, those that were cleaning up the waste left behind by the women who participated were all male.",DIRECT,1
200208,en,"@eskiflo1 @FraInParis @thehill Again darling, male fragility. Do some reading on a day without women in the economy. However, paid family time is better for the economy and society in all ways and regardless of gender. You must think capitalism, wages, quality of life, and GPD are disconnected.",-,0
200210,en,"@miaeranasimp @ctrlfantasy LMAO, baby girl. You wouldn’t go a day without women ❤️",-,0
200211,en,just cant get through a day without WOMEN breaking me into pieces… keep breaking me btw i love it,DIRECT,1
200212,en,Do women go on strike if Roe is overturned? I’d be supportive of a day without women? Who’s organizing?,DIRECT,1
200213,en,Have a day without women—no work and no sex.  See how they like that strike. https://t.co/rlYDoclrXY,DIRECT,1
200215,en,"@Mattdathe @emrazz If any man asked “imagine a day without women”. Women would flip their shit.  Misogyny, men are evil, man=bad, “we came a long way” blah blah.  But somehow they think its totally cool to say the opposite.",DIRECT,1
200216,en,"Enough is enough. Instead of ""A Day Without Women,"" let's do ""A MONTH Without Black Teachers (+Allies)."" Feel our absence the same way you want us absent from this country's history 😒🤔",-,0
200217,en,@BigDILF01 Can’t go a day without women womening,DIRECT,1
200218,en,@TheRealHoarse To hell with a day without women it's time for every woman in the US to go on vacation until we are treated equal under the law and useless pathetic men stop sticking thier noses where it doesn't belong.,-,0
200219,en,"When video game you tubers blacklist one of their co workers for making a poor joke about a day without women, but never say a word about their other coworkers obsession with have sex with disney princesses, despite the fact that they are all underage. But that’s ok,",REPORTED,3
200220,en,@JesseRodriguez @JulianCastro @DeadlineWH @NicolleDWallace @nytimes We need a day without women.  All call in sick across the country,DIRECT,1
200221,en,@YouFugazi He was abusive.  He was the problem.  Porsha's got issues but she didn't deserve mental and physical abuse or to grieve the loss of her child alone.,-,0
200222,en,Not my Nigga FaceTiming me talking bout he gone curse me out the lady next to me saying don’t let him abuse me 😂😂,REPORTED,3
200223,en,@orpheusaki / abuse mentionnah it’s so whack to me that some people don’t agree with that statement?? like?? i know actions speak louder than words but also?? it’s a literal abuser,-,0
200224,en,"@TheAmberPicota I don't usually care about the Kardashians but people who use abuse to control their partner get a special type of ire from me. As well as people (media, not you) who give them a platform for entertainment without realizing what's happening. Or caring.",-,0
200225,en,@Needstoo1 @DeanAle72145537 I'm just an apologetic Canadian willing to give the guy some sympathy.Biden I mean. Elder abuse in the open. Shameful.,-,0
200226,en,"Ah MRAs. They always show their true hateful colors of needing to control and abuse women to pump up their own foundering egos.  Instead of actually working on possibly real issues, they let their insecurity take hold. https://t.co/rUgwNzjZZM",JUDGEMENTAL,2
200227,en,"RINO gets the RACK!EXCLUSIVE: Van Taylor Accused of Extramarital Affair With ISIS Bride, Abuse of Power, 'Rim Job' Text via @NationalFile https://t.co/D3IVrVjcFR",-,0
200228,en,@jenyuen12 @TheRealWilian @DanielleCorrick @HamillHimself Abuse implies force. These women were willing and of age. To act like they didn’t understand Hefner was a womanizer is silly.,JUDGEMENTAL,2
200229,en,Child abuse. I’m not anti vax- but I am anti fear. You can’t tell me this is healthy… she knows she’s doing it for others… you told her that. https://t.co/teo4aSOV14,-,0
200230,en,@mattzap It's great that the Washington Post has just discovered civil asset forfeiture abuse. Reason magazine @reason has been writing about it for many years now and the Institute for Justice @IJ has been fighting against it in the courts for years. Donate to IJ to help the fight.,-,0
200231,en,@LuVF497 @RaducanuIN @namjoonanamcara He used hi influence to mentally and physically force a young woman into sleeping with him… she had to give her emotions to ease the pain …it’s still abuse and rape,REPORTED,3
200232,en,"@RudyHavenstein @BLS_gov @neelkashkari @federalreserve He’s one of my favorites. It makes me ill that he’s had to endure the mental abuse this market has heaped on him. And for all the haters, neither he or I care.",-,0
200233,en,@deverraislpe @Bootiedo22 @KoreanAir_KE OUR GOVERNMENT@POTUS @VP@SecDebHaaland@BLMca @BLM_CO @BLMca @blmnv @blmnv @BLMWHB @BLMWyoming @congressdotgov#Terrorists #MURDERERS#ABUSE#LIARS#TRAITORS https://t.co/qvZkpZWFDf,-,0
200234,en,"@PWDAustralia @GuardianAus Guardianship authorities &amp; Self-Funded Government Trustee Corporations have been using FUNDS belonging 2 ‘involuntary clients’  procured via Elder Abuse Reports, 2 fight them in courts if they or their families, attempt 2 regain their Liberty &amp; control of their Assets ! @DRC_AU",-,0
